ID; Aktywny (0/1); Nazwa; Kategoria (x,y,z...);Cena zawiera podatek. (brutto); ID reguły podatku; W sprzedaży (0 lub 1); Widoczność (0/1); Ilość; Opis; Podsumowanie; Adresy URL zdjęcia (x,y,z...); Kod dostawcy;
137; 1; Kurs Microsoft Windows Server dla początkujących; DevOps, Windows Server; 149; 1; 1; 1; 500; Praktyczny poradnik dla każdego administratora Windows Server. Opanuj od podstaw wszystko czego potrzebujesz do sprawnego zarządzania serwerami.; Praktyczny poradnik dla każdego administratora Windows Server. Opanuj od podstaw wszystko czego potrzebujesz do sprawnego zarządzania serwerami.; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/kurs_microsoft_windows_server_dla_poczatkujacych.jpg; 1,2; 0
138; 1; Kurs Nginx - wydajne serwery od podstaw; DevOps, Nginx; 79; 1; 1; 1; 500; Dowiedz się jak zbudować wydajny i bezpieczny serwer. Opanuj instalację, konfigurację oraz administrację serwera nginx.; Dowiedz się jak zbudować wydajny i bezpieczny serwer. Opanuj instalację, konfigurację oraz administrację serwera nginx.; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/kurs_nginx_-_wydajne_serwery_od_podstaw.jpg; 1,2; 0
139; 1; Kurs Git dla zaawansowanych; DevOps, GIT, GitHub; 119; 1; 1; 1; 500; Rozwiń swoje umiejętności pracy z najpopularniejszym systemem kontroli wersji. Poznaj zaawansowane techniki i zostań ekspertem Git!; Rozwiń swoje umiejętności pracy z najpopularniejszym systemem kontroli wersji. Poznaj zaawansowane techniki i zostań ekspertem Git!; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/kurs_git_dla_zaawansowanych.jpg; 1,2; 0
140; 1; Kurs Jira od podstaw - zarządzanie projektami; DevOps, Tworzenie aplikacji mobilnych, GitHub; 89; 1; 1; 1; 500; Naucz się efektywnej pracy zespołowej i zarządzania projektami w Jira. Poznaj elementy metodyk zwinnych i opanuj workflow będący standardem w większości firm na rynku.; Naucz się efektywnej pracy zespołowej i zarządzania projektami w Jira. Poznaj elementy metodyk zwinnych i opanuj workflow będący standardem w większości firm na rynku.; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/jira_od_podstaw_-_zarzadzanie_projektami.jpg; 1,2; 0
141; 1; Kurs Git dla początkujących; DevOps, GIT, GitHub; 99; 1; 1; 1; 500; Koduj sprawniej, oszczędzaj czas, unikaj niepotrzebnych błędów i stresu, dzięki git, najlepszemu systemowi kontroli wersji na rynku!; Koduj sprawniej, oszczędzaj czas, unikaj niepotrzebnych błędów i stresu, dzięki git, najlepszemu systemowi kontroli wersji na rynku!; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/kurs_git_dla_poczatkujacych.jpg; 1,2; 0
142; 1; Kurs Microsoft Azure od podstaw; DevOps; 149; 1; 1; 1; 500; Poznaj olbrzymie możliwości Microsoft Azure, jednej z najlepszych chmur obliczeniowych na rynku. Dowiedz się jak działają jej usługi, naucz się nimi zarządzać i wykorzystywać w praktyce!; Poznaj olbrzymie możliwości Microsoft Azure, jednej z najlepszych chmur obliczeniowych na rynku. Dowiedz się jak działają jej usługi, naucz się nimi zarządzać i wykorzystywać w praktyce!; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/kurs_microsoft_azure_od_podstaw.jpg; 1,2; 0
143; 1; Kurs VIM - techniki pracy; DevOps, Linux, Ubuntu; 59; 1; 1; 1; 500; Poznaj możliwości edytora VIM i zacznij wykorzystywać go do zadań programistycznych i administracyjnych. Ułatw sobie codzienną pracę bez względu na system, z którego korzystasz; Poznaj możliwości edytora VIM i zacznij wykorzystywać go do zadań programistycznych i administracyjnych. Ułatw sobie codzienną pracę bez względu na system, z którego korzystasz; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/vim_techniki_pracy.jpg; 1,2; 0
144; 1; Administracja serwerem Linux; DevOps, Linux, Docker, Ubuntu; 99; 1; 1; 1; 500; Skonfiguruj własny serwer i nim zarządzaj. Zainstaluj niezbędne usługi sieciowe: Apache, phpMyAdmin, bazę danych MySQL, serwer poczty i automatyzuj zadania; Skonfiguruj własny serwer i nim zarządzaj. Zainstaluj niezbędne usługi sieciowe: Apache, phpMyAdmin, bazę danych MySQL, serwer poczty i automatyzuj zadania; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/kurs_linux_administracja_serwerem.jpg; 1,2; 0
145; 1; Zaawansowana administracja systemem Linux; DevOps, Linux; 89; 1; 1; 1; 500; Poznaj pełne możliwości konsoli, naucz zarządzania procesami, usługami i zadaniami ; Poznaj pełne możliwości konsoli, naucz zarządzania procesami, usługami i zadaniami ; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/kurs_linux_dla_sredniozaawansowanych.jpg; 1,2; 0
146; 1; Kurs Linux dla programisty; DevOps, Linux, Ubuntu; 99; 1; 1; 1; 500; Opanuj szeroki zestaw technik, które powinien znać każdy programista pracujący na Linuxie; Opanuj szeroki zestaw technik, które powinien znać każdy programista pracujący na Linuxie; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/kurs_linux_dla_programisty.jpg; 1,2; 0
147; 1; Kurs Linux dla początkujących; DevOps, Linux, Ubuntu; 79; 1; 1; 1; 500; Naucz się obsługi Linuxa w kilka godzin i zastąp nim swój obecny system!; Naucz się obsługi Linuxa w kilka godzin i zastąp nim swój obecny system!; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/kurs_linux_dla_poczatkujacych.jpg; 1,2; 0
148; 1; Własna aplikacja - od pomysłu do zarabiania; Tworzenie gier, Tworzenie aplikacji mobilnych; 79; 1; 1; 1; 500; Napisz aplikację, która odniesie sukces! Dowiedz się jak wybrać platformę, technologię i skąd pozyskać finansowanie. Poznaj sposoby targetowania użytkowników i zacznij zarabiać na swoim pomyśle.; Napisz aplikację, która odniesie sukces! Dowiedz się jak wybrać platformę, technologię i skąd pozyskać finansowanie. Poznaj sposoby targetowania użytkowników i zacznij zarabiać na swoim pomyśle.; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/wlasna_aplikacja_od_pomyslu_do_zarabiania.jpg; 1,2; 0
149; 1; Kurs SFML - podstawy tworzenia gier w C++; Tworzenie gier, C++; 119; 1; 1; 1; 500; Zdobądź podstawy tworzenia gier w C++ wykorzystując popularną i darmową bibliotekę SFML; Zdobądź podstawy tworzenia gier w C++ wykorzystując popularną i darmową bibliotekę SFML; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/sfml_podstawy_tworzenia_gier.jpg; 1,2; 0
150; 1; Kurs Unity - tworzenie gier mobilnych; Tworzenie gier, Csharp, Unity, Android; 89; 1; 1; 1; 500; Naucz się tworzyć gry na najpopularniejsze platformy mobilne i zacznij na nich zarabiać!; Naucz się tworzyć gry na najpopularniejsze platformy mobilne i zacznij na nich zarabiać!; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/kurs_unity_mobile.jpg; 1,2; 0
151; 1; Kurs Unity - tworzenie gier 2D; Tworzenie gier, Csharp, Unity, Android; 89; 1; 1; 1; 500; Stwórz własną grę 2D na dowolną platformę i zacznij na niej zarabiać; Stwórz własną grę 2D na dowolną platformę i zacznij na niej zarabiać; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/kurs_unity_2d.jpg; 1,2; 0
152; 1; Kurs Unity - tworzenie gier 3D; Tworzenie gier, Csharp, Unity; 89; 1; 1; 1; 500; Poznaj najlepsze praktyki tworzenia gier 3D w środowisku Unity i zacznij tworzyć własne gry; Poznaj najlepsze praktyki tworzenia gier 3D w środowisku Unity i zacznij tworzyć własne gry; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/kurs_unity_3d.jpg; 1,2; 0
153; 1; Kurs C++ aplikacje w Visual Studio; Tworzenie gier, C++, SQL; 129; 1; 1; 1; 500; Stwórz funkcjonalne aplikacje okienkowe oraz gry w środowisku Visual Studio.; Stwórz funkcjonalne aplikacje okienkowe oraz gry w środowisku Visual Studio.; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/Kurs-Cpp-aplikacje-w-Visual-Studio.jpg; 1,2; 0
154; 1; Kurs Xcode dla iOS developera; Tworzenie aplikacji mobilnych, GIT, iOS, Swift, Xcode; 99; 1; 1; 1; 500; Opanuj skróty i techniki, dzięki którym będziesz sprawniej tworzyć aplikacje w środowisku Xcode. Zdobądź umiejętności niezbędne każdemu developerowi iOS.; Opanuj skróty i techniki, dzięki którym będziesz sprawniej tworzyć aplikacje w środowisku Xcode. Zdobądź umiejętności niezbędne każdemu developerowi iOS.; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/kurs_xcode_dla_ios_developera.jpg; 1,2; 0
155; 1; Kurs Vue.js - od podstaw; Tworzenie aplikacji mobilnych, Visual Studio Code, JavaScript; 99; 1; 1; 1; 500; Twórz nowoczesne aplikacje webowe we frameworku JavaScript. Zdobądź podstawy pracy z Vue.js przechodząc przez cały proces tworzenia Single Page Application; Twórz nowoczesne aplikacje webowe we frameworku JavaScript. Zdobądź podstawy pracy z Vue.js przechodząc przez cały proces tworzenia Single Page Application; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/Vue_js_od_podstaw.jpg; 1,2; 0
156; 1; Kurs JAVA średniozaawansowany; Tworzenie aplikacji mobilnych, JAVA, Android; 119; 1; 1; 1; 500; Wyjdź poza podstawy i poznaj praktyczne techniki programowania w JAVA; Wyjdź poza podstawy i poznaj praktyczne techniki programowania w JAVA; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/kurs_java_sredniozaawansowany.jpg; 1,2; 0
157; 1; Kurs Java - Narzędzia developera; Tworzenie aplikacji mobilnych, JAVA, IntelliJ IDEA, Android; 99; 1; 1; 1; 500; Naucz się szybciej pisać kod lepszej jakości i zdobądź umiejętności, których wymagają pracodawcy; Naucz się szybciej pisać kod lepszej jakości i zdobądź umiejętności, których wymagają pracodawcy; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/kurs_java_narzedzia_developera.jpg; 1,2; 0
158; 1; Fundamenty programowania w języku Kotlin; Tworzenie aplikacji mobilnych, JAVA, Kotlin, Android; 119; 1; 1; 1; 500; Poznaj język, który już dziś zastępuje JAVĘ; Poznaj język, który już dziś zastępuje JAVĘ; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/kotlin.jpg; 1,2; 0
159; 1; Kurs Google Firebase - szybkie tworzenie aplikacji; Tworzenie aplikacji mobilnych, JAVA, Google Firebase, Android; 149; 1; 1; 1; 500; Wykorzystaj możliwości Google Firebase do tworzenia szybkich i wydajnych aplikacji; Wykorzystaj możliwości Google Firebase do tworzenia szybkich i wydajnych aplikacji; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/google_firebase.jpg; 1,2; 0
160; 1; Kurs Android - tworzenie aplikacji w praktyce; Tworzenie aplikacji mobilnych, SQL, Android; 109; 1; 1; 1; 500; Rozwiń swoje umiejętności Android developera i twórz jeszcze lepsze aplikacje; Rozwiń swoje umiejętności Android developera i twórz jeszcze lepsze aplikacje; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/kurs_android_tworzenie_aplikacji_w_praktyce.jpg; 1,2; 0
161; 1; Kurs Android - podstawy tworzenia aplikacji; Tworzenie aplikacji mobilnych, IntelliJ IDEA, Android; 89; 1; 1; 1; 500; Zdobądź solidne podstawy tworzenia aplikacji na platformę Android; Zdobądź solidne podstawy tworzenia aplikacji na platformę Android; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/Kurs_android_podstawy_tworzenia_aplikacji.jpg; 1,2; 0
162; 1; Wprowadzenie do tworzenia aplikacji mobilnych; Tworzenie aplikacji mobilnych, CSS, HTML, GitHub, iOS; 89; 1; 1; 1; 500; Opanuj podstawy tworzenia aplikacji mobilnych w zaledwie 9 godzin; Opanuj podstawy tworzenia aplikacji mobilnych w zaledwie 9 godzin; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/Wprowadzenie_do_tworzenia_aplikacji_mobilnych.jpg; 1,2; 0
163; 1; Tworzenie aplikacji na Androida dla nieprogramistów; Tworzenie aplikacji mobilnych, Android; 79; 1; 1; 1; 500; Naucz się tworzyć aplikacje na Androida w ciągu kilku godzin!; Naucz się tworzyć aplikacje na Androida w ciągu kilku godzin!; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/kurs_android_inventor1.jpg; 1,2; 0
164; 1; Kurs jQuery Mobile; Tworzenie aplikacji mobilnych, jQuery, JSON; 50; 1; 1; 1; 500; Poznaj bibliotekę jQuery Mobile, za pomocą której łatwo stworzysz mobilne aplikacje oraz mobilne witryny; Poznaj bibliotekę jQuery Mobile, za pomocą której łatwo stworzysz mobilne aplikacje oraz mobilne witryny; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/Kurs-jQuery-Mobile.jpg; 1,2; 0
165; 1; Kurs Photoshop dla web designera; Dreamweaver, Dreamweaver, Adobe Photoshop; 69; 1; 1; 1; 500; Naucz się projektować strony internetowe w programie Photoshop; Naucz się projektować strony internetowe w programie Photoshop; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/Kurs-Photoshop-dla-web-designera.jpg; 1,2; 0
166; 1; Kurs Dreamweaver CC - szybkie tworzenie stron; Dreamweaver, jQuery, Dreamweaver; 69; 1; 1; 1; 500; Twórz nowoczesne witryny w profesjonalnym edytorze Dreamweaver CC; Twórz nowoczesne witryny w profesjonalnym edytorze Dreamweaver CC; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/Kurs-Dreamweaver-CC-szybkie-tworzenie-stron.jpg; 1,2; 0
167; 1; Kurs Access - programowanie w VBA; Visual Basic, Access; 69; 1; 1; 1; 500; Rozszerz możliwości programu Access za pomocą Visual Basic; Rozszerz możliwości programu Access za pomocą Visual Basic; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/Kurs-Access-programowanie-w-VBA.jpg; 1,2; 0
168; 1; Fundamenty programowania obiektowego; C++, JAVA, Csharp, PHP; 79; 1; 1; 1; 500; Opanuj sztukę programowania obiektowego krok po kroku; Opanuj sztukę programowania obiektowego krok po kroku; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/kurs_programowanie_obiektowe.jpg; 1,2; 0
169; 1; Wzorce projektowe - wprowadzenie; C++, Python, Csharp, PHP; 89; 1; 1; 1; 500; Opanuj podstawy pracy z wzorcami projektowymi i zostań lepszym programistą; Opanuj podstawy pracy z wzorcami projektowymi i zostań lepszym programistą; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/Wzorce_projektowe.jpg; 1,2; 0
170; 1; Kurs C++ od zera do bohatera; C++; 119; 1; 1; 1; 500; Opanuj kluczowe koncepcje języka C++ i zacznij pisać własne programy; Opanuj kluczowe koncepcje języka C++ i zacznij pisać własne programy; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/Kurs-Cpp-od-zera-do-bohatera.jpg; 1,2; 0
171; 1; Kurs Visual Studio Code; GIT, TypeScript, CSS, Visual Studio Code, HTML, JavaScript, JSON; 69; 1; 1; 1; 500; Zacznij używać nowoczesnego edytora stworzonego dla webdeveloperów; Zacznij używać nowoczesnego edytora stworzonego dla webdeveloperów; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/kurs_visual_studio_code.jpg; 1,2; 0
172; 1; Wdrażanie aplikacji na serwer; GIT, SQL, Node.js, Linux, PHP, Nginx, phpMyAdmin, Ubuntu; 89; 1; 1; 1; 500; Dowiedz się jak wdrożyć aplikację na serwer, zadbać o jej bezpieczeństwo i stabilność działania; Dowiedz się jak wdrożyć aplikację na serwer, zadbać o jej bezpieczeństwo i stabilność działania; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/Wdrazanie_aplikacji_na_serwer.jpg; 1,2; 0
173; 1; Wprowadzenie do tworzenia stron internetowych; GIT, CSS, Node.js, HTML, GitHub; 99; 1; 1; 1; 500; Twoja przepustka do kariery web developera; Twoja przepustka do kariery web developera; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/Wprowadzenie-do-tworzenia-stron-internetowych.jpg; 1,2; 0
174; 1; Kurs React od podstaw; TypeScript, JavaScript; 99; 1; 1; 1; 500; Poznaj dobre praktyki tworzenia nowoczesnych aplikacji webowych z wykorzystaniem jednego z najlepszych frameworków front-endowych, jakim jest React!; Poznaj dobre praktyki tworzenia nowoczesnych aplikacji webowych z wykorzystaniem jednego z najlepszych frameworków front-endowych, jakim jest React!; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/kurs_react_od_podstaw.jpg; 1,2; 0
175; 1; Kurs TypeScript; TypeScript, Visual Studio Code, Node.js, Webpack, JavaScript; 89; 1; 1; 1; 500; Naucz się TypeScript i zapewnij sobie przewagę na deweloperami używającymi standardowego JavaScript; Naucz się TypeScript i zapewnij sobie przewagę na deweloperami używającymi standardowego JavaScript; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/kurs_typescript.jpg; 1,2; 0
176; 1; Nowoczesne aplikacje klienckie w JavaScript; TypeScript, ASP.NET, JavaScript; 89; 1; 1; 1; 500; Twórz nowoczesne aplikacje klienckie w frameworku AureliaJS.; Twórz nowoczesne aplikacje klienckie w frameworku AureliaJS.; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/aurelia_js.jpg; 1,2; 0
177; 1; Kurs Angular 4 - od podstaw; TypeScript, Angular, JavaScript; 99; 1; 1; 1; 500; Poznaj nowoczesne wzorce i praktyki i zacznij tworzyć wydajne aplikacje z Angular 4; Poznaj nowoczesne wzorce i praktyki i zacznij tworzyć wydajne aplikacje z Angular 4; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/Kurs_Angular_4_od_podstaw.jpg; 1,2; 0
178; 1; Kurs Bezpieczne aplikacje JAVA; JAVA, Spring; 119; 1; 1; 1; 500; Wykorzystaj możliwości Spring Security, aby zabezpieczyć Twoje aplikacje przed powszechnymi atakami.; Wykorzystaj możliwości Spring Security, aby zabezpieczyć Twoje aplikacje przed powszechnymi atakami.; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/kurs_bezpieczne_aplikacje_java.jpg; 1,2; 0
179; 1; Kurs Spring Framework dla zaawansowanych; JAVA, Spring; 119; 1; 1; 1; 500; Rozwiń swoje umiejętność pracy ze Spring. Poznaj zaawansowane techniki, dzięki którym będziesz tworzyć jeszcze lepsze aplikacje.; Rozwiń swoje umiejętność pracy ze Spring. Poznaj zaawansowane techniki, dzięki którym będziesz tworzyć jeszcze lepsze aplikacje.; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/kurs_spring_framework_dla_zaawansowanych.jpg; 1,2; 0
180; 1; Kurs JAVA - testy jednostkowe; JAVA, IntelliJ IDEA; 89; 1; 1; 1; 500; Pisz testy jednostkowe z wykorzystaniem JUnit4 i 5. Zobacz jak przygotować kod aplikacji, organizować testy technikami GWT i unikać zależności wykorzystując Mockito; Pisz testy jednostkowe z wykorzystaniem JUnit4 i 5. Zobacz jak przygotować kod aplikacji, organizować testy technikami GWT i unikać zależności wykorzystując Mockito; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/kurs_java_testy_jednostkowe.jpg; 1,2; 0
181; 1; Kurs JAVA - wzorce projektowe; JAVA, IntelliJ IDEA; 89; 1; 1; 1; 500; Dowiedz się jak za pomocą wzorców kreacyjnych, czynnościowych i strukturalnych rozwiązywać najczęstsze problemy programistyczne; Dowiedz się jak za pomocą wzorców kreacyjnych, czynnościowych i strukturalnych rozwiązywać najczęstsze problemy programistyczne; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/kurs_java_wzorce_projektowe.jpg; 1,2; 0
182; 1; Dobre praktyki pracy w zespole; JAVA; 59; 1; 1; 1; 500; Poznaj najlepsze praktyki pracy w zespole programistycznym i pokaż się z jak najlepszej strony!; Poznaj najlepsze praktyki pracy w zespole programistycznym i pokaż się z jak najlepszej strony!; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/dobre_praktyki_pracy_w_zespole.jpg; 1,2; 0
183; 1; Najpopularniejsze biblioteki JAVA; JAVA; 99; 1; 1; 1; 500; Poznaj najlepsze biblioteki JAVA, które przyspieszą kodowanie aplikacji i ułatwią Ci codzienne zadania.; Poznaj najlepsze biblioteki JAVA, które przyspieszą kodowanie aplikacji i ułatwią Ci codzienne zadania.; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/najpopularniejsze_biblioteki.jpg; 1,2; 0
184; 1; Kurs Spring Framework od podstaw; JAVA, Spring, IntelliJ IDEA; 99; 1; 1; 1; 500; Opanuj podstawy frameworka Spring i twórz wydajne aplikacje w Java; Opanuj podstawy frameworka Spring i twórz wydajne aplikacje w Java; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/spring_framework.jpg; 1,2; 0
185; 1; Kurs Angular - profesjonalne techniki pracy; Angular, Google Firebase; 119; 1; 1; 1; 500; Dowiedz się jak tworzyć kompletne aplikacje za pomocą frameworka Angular 6 i usług Google Firebase.; Dowiedz się jak tworzyć kompletne aplikacje za pomocą frameworka Angular 6 i usług Google Firebase.; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/kurs_angular_profesjonalne_techniki_pracy.jpg; 1,2; 0
186; 1; Kurs Angular 4 - zaawansowany; Angular, JavaScript; 119; 1; 1; 1; 500; Opanuj zaawansowane możliwości Angular 4 i twórz nowoczesne aplikacje webowe; Opanuj zaawansowane możliwości Angular 4 i twórz nowoczesne aplikacje webowe; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/Kurs_Angular_zaawansowany.jpg; 1,2; 0
187; 1; Kurs HTML i JavaScript - praktyczne projekty; CSS, Visual Studio Code, HTML, jQuery, JavaScript; 99; 1; 1; 1; 500; Poznaj zaawansowane możliwości HTML5 i JavaScript. Wykorzystaj je by tworzyć atrakcyjne i nowoczesne witryny.; Poznaj zaawansowane możliwości HTML5 i JavaScript. Wykorzystaj je by tworzyć atrakcyjne i nowoczesne witryny.; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/Kurs_HTML_JS_praktyczne_projekty.jpg; 1,2; 0
188; 1; Flexbox & Grid - responsywne layouty od podstaw; CSS, Visual Studio Code, HTML; 89; 1; 1; 1; 500; Naucz się wykorzystywać Flexbox i Grid do tworzenia responsywnych layoutów. Spraw, by Twoje strony wyświetlały się poprawnie na wszystkich urządzeniach.; Naucz się wykorzystywać Flexbox i Grid do tworzenia responsywnych layoutów. Spraw, by Twoje strony wyświetlały się poprawnie na wszystkich urządzeniach.; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/flexbox_grid_responsywne_layouty_od_podstaw.jpg; 1,2; 0
189; 1; Junior Front-end Developer - pierwsza praca; CSS, HTML, JavaScript; 99; 1; 1; 1; 500; Zobacz co powinieneś umieć na start, gdzie szukać pracy i jak poradzić sobie podczas zadań rekrutacyjnych; Zobacz co powinieneś umieć na start, gdzie szukać pracy i jak poradzić sobie podczas zadań rekrutacyjnych; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/junior_front_end_developer_pierwsza_praca.jpg; 1,2; 0
190; 1; Warsztaty tworzenia stron internetowych; CSS, HTML, SASS, JavaScript; 119; 1; 1; 1; 500; Zbuduj aż trzy kompletne strony na podstawie projektu graficznego; Zbuduj aż trzy kompletne strony na podstawie projektu graficznego; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/warsztaty_tworzenia_stron_internetowych.jpg; 1,2; 0
191; 1; Programuj Dziewczyno!; CSS, HTML, JavaScript; 79; 1; 1; 1; 500; Kurs zapozna Cię z podstawami technologii front-endowych i pokaże jak od zera zakodować stronę internetową ; Kurs zapozna Cię z podstawami technologii front-endowych i pokaże jak od zera zakodować stronę internetową ; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/programuj_dziewczyno.jpg; 1,2; 0
192; 1; Kurs Webpack; CSS, Node.js, HTML, Bootstrap, Webpack, JavaScript; 89; 1; 1; 1; 500; Naucz się używać jednego z najważniejszych narzędzi w ekosystemie JavaScript.; Naucz się używać jednego z najważniejszych narzędzi w ekosystemie JavaScript.; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/kurs_webpack.jpg; 1,2; 0
193; 1; Kurs Bootstrap 4 - praktyczny projekt; CSS, HTML, SASS, Bootstrap, JavaScript; 89; 1; 1; 1; 500; Stwórz kompletną i funkcjonalną stronę z Bootstrap 4; Stwórz kompletną i funkcjonalną stronę z Bootstrap 4; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/bootstrap4_projekt.jpg; 1,2; 0
194; 1; Kurs Bootstrap 4 - od podstaw; CSS, HTML, Bootstrap, JavaScript; 79; 1; 1; 1; 500; Wykorzystaj nowe możliwości Bootstrap 4 do tworzenia nowoczesnych, responsywnych stron; Wykorzystaj nowe możliwości Bootstrap 4 do tworzenia nowoczesnych, responsywnych stron; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/bootstrap4_podstawy.jpg; 1,2; 0
195; 1; Kurs CSS3 - kodowanie ze stylem; CSS, HTML; 99; 1; 1; 1; 500; Poznaj najnowsze trendy CSS3 - twórz piękne i zachwycające strony; Poznaj najnowsze trendy CSS3 - twórz piękne i zachwycające strony; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/Kurs_CSS3_kodowanie_ze_stylem.jpg; 1,2; 0
196; 1; Kurs HTML 5.1 - podstawy tworzenia stron; CSS, HTML; 99; 1; 1; 1; 500; Jak budować strony zgodne z najnowszymi standardami; Jak budować strony zgodne z najnowszymi standardami; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/Kurs-HTML-5-1-podstawy-tworzenia-stron.jpg; 1,2; 0
197; 1; Jak przyspieszać i optymalizować strony; CSS, HTML; 99; 1; 1; 1; 500; Jak osiągnąć wysoką pozycję w Google dzięki doskonałej optymalizacji strony; Jak osiągnąć wysoką pozycję w Google dzięki doskonałej optymalizacji strony; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/Jak-przyspieszac-i-optymalizowac-strony.jpg; 1,2; 0
198; 1; Kurs WordPress - tworzenie własnych wtyczek; CSS, WordPress, HTML, PHP; 119; 1; 1; 1; 500; Dołącz do tysięcy developerów WordPressa i zacznij tworzyć własne pluginy.; Dołącz do tysięcy developerów WordPressa i zacznij tworzyć własne pluginy.; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/Kurs-WordPress-tworzenie-wlasnych-wtyczek.jpg; 1,2; 0
199; 1; Kurs WooCommerce - tworzenie motywów w praktyce; CSS, WordPress, HTML, PHP, WooCommerce; 99; 1; 1; 1; 500; Nowoczesne motywy dla najpopularniejszej platformy e-commerce; Nowoczesne motywy dla najpopularniejszej platformy e-commerce; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/Kurs-WooCommerce-tworzenie-motywow-w-praktyce.jpg; 1,2; 0
200; 1; Tworzenie profesjonalnych sklepów z WooCommerce; CSS, WordPress, HTML, PHP, WooCommerce; 70; 1; 1; 1; 500; Zbuduj kompletny sklep w oparciu o najpopularniejszą platformę e-commerce.; Zbuduj kompletny sklep w oparciu o najpopularniejszą platformę e-commerce.; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/Tworzenie-profesjonalnych-sklepow-z-WooCommerce.jpg; 1,2; 0
201; 1; WordPress - łatwe tworzenie responsywnych szablonów; CSS, WordPress, HTML, Bootstrap, PHP; 119; 1; 1; 1; 500; Nowoczesne motywy WordPress, które stworzysz łatwiej niż kiedykolwiek wcześniej.; Nowoczesne motywy WordPress, które stworzysz łatwiej niż kiedykolwiek wcześniej.; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/WordPress-latwe-tworzenie-responsywnych-szablonow.jpg; 1,2; 0
